Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
C,Adam Lowry (30545340),Adam Lowry,30545340,C/UTIL,2700,WPG@DET 10/26/2023 07:00PM ET,WPG,4.95
D,Brenden Dillon (30546064),Brenden Dillon,30546064,D/UTIL,2700,WPG@DET 10/26/2023 07:00PM ET,WPG,6.25
D,Olli Maatta (30546066),Olli Maatta,30546066,D/UTIL,2700,WPG@DET 10/26/2023 07:00PM ET,DET,5.62
D,David Jiricek (30546060),David Jiricek,30546060,D/UTIL,2700,CLS@MON 10/26/2023 07:00PM ET,CLS,4.42
D,Erik Brannstrom (30546068),Erik Brannstrom,30546068,D/UTIL,2700,OTT@NYI 10/26/2023 07:30PM ET,OTT,4.3
D,Alex Goligoski (30546072),Alex Goligoski,30546072,D/UTIL,2700,MIN@PHI 10/26/2023 07:30PM ET,MIN,5.5
C,Ross Colton (30545334),Ross Colton,30545334,C/UTIL,2700,COL@PIT 10/26/2023 07:00PM ET,COL,6.18
LW,Miles Wood (30545678),Miles Wood,30545678,W/UTIL,2700,COL@PIT 10/26/2023 07:00PM ET,COL,4.85
RW,Luke Kunin (30545688),Luke Kunin,30545688,W/UTIL,2700,SJ@TB 10/26/2023 07:00PM ET,SJ,3.87
RW,Brett Leason (30545694),Brett Leason,30545694,W/UTIL,2600,ANH@BOS 10/26/2023 07:00PM ET,ANH,6.58
D,Tristan Luneau (30546078),Tristan Luneau,30546078,D/UTIL,2600,ANH@BOS 10/26/2023 07:00PM ET,ANH,1.4
RW,Alexey Toropchenko (30545692),Alexey Toropchenko,30545692,W/UTIL,2600,STL@CGY 10/26/2023 09:00PM ET,STL,3.8
C,Alex Wennberg (30545344),Alex Wennberg,30545344,C/UTIL,2600,SEA@CAR 10/26/2023 07:00PM ET,SEA,5.09
D,Jalen Chatfield (30546080),Jalen Chatfield,30546080,D/UTIL,2600,SEA@CAR 10/26/2023 07:00PM ET,CAR,2.54
D,Will Borgen (30546082),Will Borgen,30546082,D/UTIL,2600,SEA@CAR 10/26/2023 07:00PM ET,SEA,5.51
D,Brian Dumoulin (30546084),Brian Dumoulin,30546084,D/UTIL,2600,SEA@CAR 10/26/2023 07:00PM ET,SEA,3.96
D,Braden Schneider (30546086),Braden Schneider,30546086,D/UTIL,2600,NYR@EDM 10/26/2023 09:00PM ET,NYR,4.92
D,Justin Holl (30546088),Justin Holl,30546088,D/UTIL,2600,WPG@DET 10/26/2023 07:00PM ET,DET,4.55
C,Sean Kuraly (30545342),Sean Kuraly,30545342,C/UTIL,2600,CLS@MON 10/26/2023 07:00PM ET,CLS,3.82
D,Johnathan Kovacevic (30546074),Johnathan Kovacevic,30546074,D/UTIL,2600,CLS@MON 10/26/2023 07:00PM ET,MON,4.17
D,Jordan Harris (30546076),Jordan Harris,30546076,D/UTIL,2600,CLS@MON 10/26/2023 07:00PM ET,MON,2.7
RW,Oliver Wahlstrom (30545696),Oliver Wahlstrom,30545696,W/UTIL,2600,OTT@NYI 10/26/2023 07:30PM ET,NYI,2.25
C,Connor Dewar (30545350),Connor Dewar,30545350,C/UTIL,2600,MIN@PHI 10/26/2023 07:30PM ET,MIN,5.47
LW,Marcus Foligno (30545702),Marcus Foligno,30545702,W/UTIL,2600,MIN@PHI 10/26/2023 07:30PM ET,MIN,4.33
LW,Brandon Duhaime (30545704),Brandon Duhaime,30545704,W/UTIL,2600,MIN@PHI 10/26/2023 07:30PM ET,MIN,6.85
RW,Vinni Lettieri (30545706),Vinni Lettieri,30545706,W/UTIL,2600,MIN@PHI 10/26/2023 07:30PM ET,MIN,1.5
C,Lars Eller (30545346),Lars Eller,30545346,C/UTIL,2600,COL@PIT 10/26/2023 07:00PM ET,PIT,7.25
C,Nico Sturm (30545348),Nico Sturm,30545348,C/UTIL,2600,SJ@TB 10/26/2023 07:00PM ET,SJ,3.45
LW,Tanner Jeannot (30545698),Tanner Jeannot,30545698,W/UTIL,2600,SJ@TB 10/26/2023 07:00PM ET,TB,4.73
RW,Michael Eyssimont (30545700),Michael Eyssimont,30545700,W/UTIL,2600,SJ@TB 10/26/2023 07:00PM ET,TB,5.7
C,John Beecher (30545362),John Beecher,30545362,C/UTIL,2500,ANH@BOS 10/26/2023 07:00PM ET,BOS,3.02
C,Sam Carrick (30545370),Sam Carrick,30545370,C/UTIL,2500,ANH@BOS 10/26/2023 07:00PM ET,ANH,2.88
C,Isac Lundestrom (30545372),Isac Lundestrom,30545372,C/UTIL,2500,ANH@BOS 10/26/2023 07:00PM ET,ANH,0
LW,Jakub Lauko (30545722),Jakub Lauko,30545722,W/UTIL,2500,ANH@BOS 10/26/2023 07:00PM ET,BOS,1.72
RW,Patrick Brown (30545724),Patrick Brown,30545724,W/UTIL,2500,ANH@BOS 10/26/2023 07:00PM ET,BOS,1.5
LW,Milan Lucic (30545726),Milan Lucic,30545726,W/UTIL,2500,ANH@BOS 10/26/2023 07:00PM ET,BOS,3.52
LW,Ross Johnston (30545734),Ross Johnston,30545734,W/UTIL,2500,ANH@BOS 10/26/2023 07:00PM ET,ANH,2.3
LW,Alex Killorn (30545736),Alex Killorn,30545736,W/UTIL,2500,ANH@BOS 10/26/2023 07:00PM ET,ANH,0
RW,Brock McGinn (30545738),Brock McGinn,30545738,W/UTIL,2500,ANH@BOS 10/26/2023 07:00PM ET,ANH,0
LW,Chase De Leo (30545740),Chase De Leo,30545740,W/UTIL,2500,ANH@BOS 10/26/2023 07:00PM ET,ANH,0
D,Ian Mitchell (30546106),Ian Mitchell,30546106,D/UTIL,2500,ANH@BOS 10/26/2023 07:00PM ET,BOS,2.5
D,Robert Hagg (30546250),Robert Hagg,30546250,D/UTIL,2500,ANH@BOS 10/26/2023 07:00PM ET,ANH,0
C,Oskar Sundqvist (30545358),Oskar Sundqvist,30545358,C/UTIL,2500,STL@CGY 10/26/2023 09:00PM ET,STL,3.8
C,Nikita Alexandrov (30545360),Nikita Alexandrov,30545360,C/UTIL,2500,STL@CGY 10/26/2023 09:00PM ET,STL,2.05
C,Kevin Rooney (30545374),Kevin Rooney,30545374,C/UTIL,2500,STL@CGY 10/26/2023 09:00PM ET,CGY,0
LW,Jake Neighbours (30545720),Jake Neighbours,30545720,W/UTIL,2500,STL@CGY 10/26/2023 09:00PM ET,STL,5.4
RW,Walker Duehr (30545742),Walker Duehr,30545742,W/UTIL,2500,STL@CGY 10/26/2023 09:00PM ET,CGY,3.9
LW,Dryden Hunt (30545744),Dryden Hunt,30545744,W/UTIL,2500,STL@CGY 10/26/2023 09:00PM ET,CGY,0
LW,A.J. Greer (30545746),A.J. Greer,30545746,W/UTIL,2500,STL@CGY 10/26/2023 09:00PM ET,CGY,2.55
LW,Jakob Pelletier (30545748),Jakob Pelletier,30545748,W/UTIL,2500,STL@CGY 10/26/2023 09:00PM ET,CGY,0
D,Tyler Tucker (30546094),Tyler Tucker,30546094,D/UTIL,2500,STL@CGY 10/26/2023 09:00PM ET,STL,5.06
D,Marco Scandella (30546096),Marco Scandella,30546096,D/UTIL,2500,STL@CGY 10/26/2023 09:00PM ET,STL,2.9
D,Robert Bortuzzo (30546098),Robert Bortuzzo,30546098,D/UTIL,2500,STL@CGY 10/26/2023 09:00PM ET,STL,0
D,Scott Perunovich (30546100),Scott Perunovich,30546100,D/UTIL,2500,STL@CGY 10/26/2023 09:00PM ET,STL,0
D,Josh Jacobs (30546102),Josh Jacobs,30546102,D/UTIL,2500,STL@CGY 10/26/2023 09:00PM ET,STL,0
D,Anton Malmstrom (30546104),Anton Malmstrom,30546104,D/UTIL,2500,STL@CGY 10/26/2023 09:00PM ET,STL,0
D,Dennis Gilbert (30546112),Dennis Gilbert,30546112,D/UTIL,2500,STL@CGY 10/26/2023 09:00PM ET,CGY,2.45
D,Jordan Oesterle (30546114),Jordan Oesterle,30546114,D/UTIL,2500,STL@CGY 10/26/2023 09:00PM ET,CGY,6.47
D,Oliver Kylington (30546116),Oliver Kylington,30546116,D/UTIL,2500,STL@CGY 10/26/2023 09:00PM ET,CGY,0
C,David Kampf (30545394),David Kampf,30545394,C/UTIL,2500,TOR@DAL 10/26/2023 08:00PM ET,TOR,2.23
C,Pontus Holmberg (30545396),Pontus Holmberg,30545396,C/UTIL,2500,TOR@DAL 10/26/2023 08:00PM ET,TOR,1.5
C,Fraser Minten (30545398),Fraser Minten,30545398,C/UTIL,2500,TOR@DAL 10/26/2023 08:00PM ET,TOR,1.45
C,Radek Faksa (30545414),Radek Faksa,30545414,C/UTIL,2500,TOR@DAL 10/26/2023 08:00PM ET,DAL,3.88
RW,Ryan Reaves (30545784),Ryan Reaves,30545784,W/UTIL,2500,TOR@DAL 10/26/2023 08:00PM ET,TOR,0.5
RW,Craig Smith (30545832),Craig Smith,30545832,W/UTIL,2500,TOR@DAL 10/26/2023 08:00PM ET,DAL,5.5
LW,Ty Dellandrea (30545834),Ty Dellandrea,30545834,W/UTIL,2500,TOR@DAL 10/26/2023 08:00PM ET,DAL,3.67
LW,Sam Steel (30545836),Sam Steel,30545836,W/UTIL,2500,TOR@DAL 10/26/2023 08:00PM ET,DAL,4.03
D,Conor Timmins (30546150),Conor Timmins,30546150,D/UTIL,2500,TOR@DAL 10/26/2023 08:00PM ET,TOR,0
D,Jani Hakanpaa (30546184),Jani Hakanpaa,30546184,D/UTIL,2500,TOR@DAL 10/26/2023 08:00PM ET,DAL,4.18
D,Jerad Rosburg (30546186),Jerad Rosburg,30546186,D/UTIL,2500,TOR@DAL 10/26/2023 08:00PM ET,DAL,0
D,Joel Hanley (30546188),Joel Hanley,30546188,D/UTIL,2500,TOR@DAL 10/26/2023 08:00PM ET,DAL,0
C,Vasily Ponomarev (30545378),Vasily Ponomarev,30545378,C/UTIL,2500,SEA@CAR 10/26/2023 07:00PM ET,CAR,0
C,Ryan Suzuki (30545380),Ryan Suzuki,30545380,C/UTIL,2500,SEA@CAR 10/26/2023 07:00PM ET,CAR,0
C,Pierre-Edouard Bellemare (30545386),Pierre-Edouard Bellemare,30545386,C/UTIL,2500,SEA@CAR 10/26/2023 07:00PM ET,SEA,4.94
RW,Brendan Lemieux (30545754),Brendan Lemieux,30545754,W/UTIL,2500,SEA@CAR 10/26/2023 07:00PM ET,CAR,2.42
RW,Kailer Yamamoto (30545772),Kailer Yamamoto,30545772,W/UTIL,2500,SEA@CAR 10/26/2023 07:00PM ET,SEA,3.8
LW,Devin Shore (30545774),Devin Shore,30545774,W/UTIL,2500,SEA@CAR 10/26/2023 07:00PM ET,SEA,2.8
D,Dylan Coghlan (30546126),Dylan Coghlan,30546126,D/UTIL,2500,SEA@CAR 10/26/2023 07:00PM ET,CAR,0
D,Jaycob Megna (30546138),Jaycob Megna,30546138,D/UTIL,2500,SEA@CAR 10/26/2023 07:00PM ET,SEA,0
C,Ryan McLeod (30545400),Ryan McLeod,30545400,C/UTIL,2500,NYR@EDM 10/26/2023 09:00PM ET,EDM,1.43
C,Derek Ryan (30545402),Derek Ryan,30545402,C/UTIL,2500,NYR@EDM 10/26/2023 09:00PM ET,EDM,1.43
C,Nick Bonino (30545406),Nick Bonino,30545406,C/UTIL,2500,NYR@EDM 10/26/2023 09:00PM ET,NYR,5.68
LW,Dylan Holloway (30545786),Dylan Holloway,30545786,W/UTIL,2500,NYR@EDM 10/26/2023 09:00PM ET,EDM,3.62
LW,Adam Erne (30545788),Adam Erne,30545788,W/UTIL,2500,NYR@EDM 10/26/2023 09:00PM ET,EDM,0.75
D,Philip Broberg (30545790),Philip Broberg,30545790,D/UTIL,2500,NYR@EDM 10/26/2023 09:00PM ET,EDM,1.98
LW,Brady Stonehouse (30545792),Brady Stonehouse,30545792,W/UTIL,2500,NYR@EDM 10/26/2023 09:00PM ET,EDM,0
LW,Will Cuylle (30545804),Will Cuylle,30545804,W/UTIL,2500,NYR@EDM 10/26/2023 09:00PM ET,NYR,2.67
LW,Barclay Goodrow (30545806),Barclay Goodrow,30545806,W/UTIL,2500,NYR@EDM 10/26/2023 09:00PM ET,NYR,1.65
RW,Jimmy Vesey (30545808),Jimmy Vesey,30545808,W/UTIL,2500,NYR@EDM 10/26/2023 09:00PM ET,NYR,3.72
RW,Tyler Pitlick (30545810),Tyler Pitlick,30545810,W/UTIL,2500,NYR@EDM 10/26/2023 09:00PM ET,NYR,2.05
D,Cody Ceci (30546152),Cody Ceci,30546152,D/UTIL,2500,NYR@EDM 10/26/2023 09:00PM ET,EDM,2.92
D,Brett Kulak (30546154),Brett Kulak,30546154,D/UTIL,2500,NYR@EDM 10/26/2023 09:00PM ET,EDM,4.27
D,Vincent Desharnais (30546156),Vincent Desharnais,30546156,D/UTIL,2500,NYR@EDM 10/26/2023 09:00PM ET,EDM,2.32
D,Zac Jones (30546170),Zac Jones,30546170,D/UTIL,2500,NYR@EDM 10/26/2023 09:00PM ET,NYR,7.3
C,Rasmus Kupari (30545384),Rasmus Kupari,30545384,C/UTIL,2500,WPG@DET 10/26/2023 07:00PM ET,WPG,4.02
C,Austin Czarnik (30545408),Austin Czarnik,30545408,C/UTIL,2500,WPG@DET 10/26/2023 07:00PM ET,DET,2.76
LW,Morgan Barron (30545766),Morgan Barron,30545766,W/UTIL,2500,WPG@DET 10/26/2023 07:00PM ET,WPG,6.07
RW,David Gustafsson (30545768),David Gustafsson,30545768,W/UTIL,2500,WPG@DET 10/26/2023 07:00PM ET,WPG,5.7
LW,Dominic Toninato (30545770),Dominic Toninato,30545770,W/UTIL,2500,WPG@DET 10/26/2023 07:00PM ET,WPG,0
LW,Jonatan Berggren (30545812),Jonatan Berggren,30545812,W/UTIL,2500,WPG@DET 10/26/2023 07:00PM ET,DET,2.25
RW,Christian Fischer (30545814),Christian Fischer,30545814,W/UTIL,2500,WPG@DET 10/26/2023 07:00PM ET,DET,2.61
LW,Klim Kostin (30545816),Klim Kostin,30545816,W/UTIL,2500,WPG@DET 10/26/2023 07:00PM ET,DET,1.45
RW,Matt Luff (30545818),Matt Luff,30545818,W/UTIL,2500,WPG@DET 10/26/2023 07:00PM ET,DET,0
LW,Carter Mazur (30545820),Carter Mazur,30545820,W/UTIL,2500,WPG@DET 10/26/2023 07:00PM ET,DET,0
D,Dylan Samberg (30546130),Dylan Samberg,30546130,D/UTIL,2500,WPG@DET 10/26/2023 07:00PM ET,WPG,1.77
D,Declan Chisholm (30546132),Declan Chisholm,30546132,D/UTIL,2500,WPG@DET 10/26/2023 07:00PM ET,WPG,0
D,Logan Stanley (30546134),Logan Stanley,30546134,D/UTIL,2500,WPG@DET 10/26/2023 07:00PM ET,WPG,1.3
D,Ville Heinola (30546136),Ville Heinola,30546136,D/UTIL,2500,WPG@DET 10/26/2023 07:00PM ET,WPG,0
C,Dmitri Voronkov (30545356),Dmitri Voronkov,30545356,C/UTIL,2500,CLS@MON 10/26/2023 07:00PM ET,CLS,0
C,Jake Evans (30545364),Jake Evans,30545364,C/UTIL,2500,CLS@MON 10/26/2023 07:00PM ET,MON,4.68
C,Kirby Dach (30545366),Kirby Dach,30545366,C/UTIL,2500,CLS@MON 10/26/2023 07:00PM ET,MON,7.25
C,Christian Dvorak (30545368),Christian Dvorak,30545368,C/UTIL,2500,CLS@MON 10/26/2023 07:00PM ET,MON,0
RW,Mathieu Olivier (30545716),Mathieu Olivier,30545716,W/UTIL,2500,CLS@MON 10/26/2023 07:00PM ET,CLS,2.6
LW,Yegor Chinakhov (30545718),Yegor Chinakhov,30545718,W/UTIL,2500,CLS@MON 10/26/2023 07:00PM ET,CLS,0
RW,Jesse Ylonen (30545728),Jesse Ylonen,30545728,W/UTIL,2500,CLS@MON 10/26/2023 07:00PM ET,MON,4.68
LW,Michael Pezzetta (30545730),Michael Pezzetta,30545730,W/UTIL,2500,CLS@MON 10/26/2023 07:00PM ET,MON,3.08
RW,Joel Armia (30545732),Joel Armia,30545732,W/UTIL,2500,CLS@MON 10/26/2023 07:00PM ET,MON,0
D,Gustav Lindstrom (30546108),Gustav Lindstrom,30546108,D/UTIL,2500,CLS@MON 10/26/2023 07:00PM ET,MON,4.1
D,Chris Wideman (30546110),Chris Wideman,30546110,D/UTIL,2500,CLS@MON 10/26/2023 07:00PM ET,MON,0
C,Casey Cizikas (30545382),Casey Cizikas,30545382,C/UTIL,2500,OTT@NYI 10/26/2023 07:30PM ET,NYI,3.72
C,Rourke Chartier (30545410),Rourke Chartier,30545410,C/UTIL,2500,OTT@NYI 10/26/2023 07:30PM ET,OTT,1.75
LW,Matt Martin (30545756),Matt Martin,30545756,W/UTIL,2500,OTT@NYI 10/26/2023 07:30PM ET,NYI,2.42
RW,Cal Clutterbuck (30545758),Cal Clutterbuck,30545758,W/UTIL,2500,OTT@NYI 10/26/2023 07:30PM ET,NYI,6.02
LW,Daylan Kuefler (30545760),Daylan Kuefler,30545760,W/UTIL,2500,OTT@NYI 10/26/2023 07:30PM ET,NYI,0
RW,Julien Gauthier (30545762),Julien Gauthier,30545762,W/UTIL,2500,OTT@NYI 10/26/2023 07:30PM ET,NYI,2.8
RW,Hudson Fasching (30545764),Hudson Fasching,30545764,W/UTIL,2500,OTT@NYI 10/26/2023 07:30PM ET,NYI,1.93
LW,Parker Kelly (30545822),Parker Kelly,30545822,W/UTIL,2500,OTT@NYI 10/26/2023 07:30PM ET,OTT,4.98
RW,Mark Kastelic (30545824),Mark Kastelic,30545824,W/UTIL,2500,OTT@NYI 10/26/2023 07:30PM ET,OTT,1.22
D,Samuel Bolduc (30546128),Samuel Bolduc,30546128,D/UTIL,2500,OTT@NYI 10/26/2023 07:30PM ET,NYI,1.78
D,Jacob Bernard-Docker (30546172),Jacob Bernard-Docker,30546172,D/UTIL,2500,OTT@NYI 10/26/2023 07:30PM ET,OTT,1.3
C,Ryan Poehling (30545376),Ryan Poehling,30545376,C/UTIL,2500,MIN@PHI 10/26/2023 07:30PM ET,PHI,1.93
C,Michael Milne (30545416),Michael Milne,30545416,C/UTIL,2500,MIN@PHI 10/26/2023 07:30PM ET,MIN,0
C,Caedan Bankier (30545418),Caedan Bankier,30545418,C/UTIL,2500,MIN@PHI 10/26/2023 07:30PM ET,MIN,0
RW,Garnet Hathaway (30545750),Garnet Hathaway,30545750,W/UTIL,2500,MIN@PHI 10/26/2023 07:30PM ET,PHI,3.95
LW,Nicolas Deslauriers (30545752),Nicolas Deslauriers,30545752,W/UTIL,2500,MIN@PHI 10/26/2023 07:30PM ET,PHI,2.25
RW,Pat Maroon (30545838),Pat Maroon,30545838,W/UTIL,2500,MIN@PHI 10/26/2023 07:30PM ET,MIN,6.23
LW,Sam Hentges (30545840),Sam Hentges,30545840,W/UTIL,2500,MIN@PHI 10/26/2023 07:30PM ET,MIN,0
D,Nick Seeler (30546118),Nick Seeler,30546118,D/UTIL,2500,MIN@PHI 10/26/2023 07:30PM ET,PHI,4.42
D,Emil Andrae (30546120),Emil Andrae,30546120,D/UTIL,2500,MIN@PHI 10/26/2023 07:30PM ET,PHI,2.7
D,Marc Staal (30546122),Marc Staal,30546122,D/UTIL,2500,MIN@PHI 10/26/2023 07:30PM ET,PHI,3.82
D,Ryan Ellis (30546124),Ryan Ellis,30546124,D/UTIL,2500,MIN@PHI 10/26/2023 07:30PM ET,PHI,0
D,Dakota Mermis (30546190),Dakota Mermis,30546190,D/UTIL,2500,MIN@PHI 10/26/2023 07:30PM ET,MIN,6.4
D,Jon Merrill (30546192),Jon Merrill,30546192,D/UTIL,2500,MIN@PHI 10/26/2023 07:30PM ET,MIN,3.6
D,Daemon Hunt (30546194),Daemon Hunt,30546194,D/UTIL,2500,MIN@PHI 10/26/2023 07:30PM ET,MIN,0
C,Fredrik Olofsson (30545352),Fredrik Olofsson,30545352,C/UTIL,2500,COL@PIT 10/26/2023 07:00PM ET,COL,5.25
C,Jean-Luc Foudy (30545354),Jean-Luc Foudy,30545354,C/UTIL,2500,COL@PIT 10/26/2023 07:00PM ET,COL,0
C,Noel Acciari (30545404),Noel Acciari,30545404,C/UTIL,2500,COL@PIT 10/26/2023 07:00PM ET,PIT,3.05
LW,Andrew Cogliano (30545708),Andrew Cogliano,30545708,W/UTIL,2500,COL@PIT 10/26/2023 07:00PM ET,COL,4.92
D,Kurtis MacDermid (30545710),Kurtis MacDermid,30545710,D/UTIL,2500,COL@PIT 10/26/2023 07:00PM ET,COL,0
RW,Chris Wagner (30545712),Chris Wagner,30545712,W/UTIL,2500,COL@PIT 10/26/2023 07:00PM ET,COL,0
LW,Gabriel Landeskog (30545714),Gabriel Landeskog,30545714,W/UTIL,2500,COL@PIT 10/26/2023 07:00PM ET,COL,0
RW,Radim Zohorna (30545794),Radim Zohorna,30545794,W/UTIL,2500,COL@PIT 10/26/2023 07:00PM ET,PIT,7.25
LW,Drew O'Connor (30545796),Drew O'Connor,30545796,W/UTIL,2500,COL@PIT 10/26/2023 07:00PM ET,PIT,2.8
RW,Jeff Carter (30545798),Jeff Carter,30545798,W/UTIL,2500,COL@PIT 10/26/2023 07:00PM ET,PIT,1.9
LW,Matt Nieto (30545800),Matt Nieto,30545800,W/UTIL,2500,COL@PIT 10/26/2023 07:00PM ET,PIT,1.37
LW,Raivis Ansons (30545802),Raivis Ansons,30545802,W/UTIL,2500,COL@PIT 10/26/2023 07:00PM ET,PIT,0
D,Jack Johnson (30546090),Jack Johnson,30546090,D/UTIL,2500,COL@PIT 10/26/2023 07:00PM ET,COL,3.2
D,Corey Schueneman (30546092),Corey Schueneman,30546092,D/UTIL,2500,COL@PIT 10/26/2023 07:00PM ET,COL,0
D,Ryan Shea (30546158),Ryan Shea,30546158,D/UTIL,2500,COL@PIT 10/26/2023 07:00PM ET,PIT,2.8
D,John Ludvig (30546160),John Ludvig,30546160,D/UTIL,2500,COL@PIT 10/26/2023 07:00PM ET,PIT,1.5
D,Pierre-Olivier Joseph (30546162),Pierre-Olivier Joseph,30546162,D/UTIL,2500,COL@PIT 10/26/2023 07:00PM ET,PIT,2.85
D,Chad Ruhwedel (30546164),Chad Ruhwedel,30546164,D/UTIL,2500,COL@PIT 10/26/2023 07:00PM ET,PIT,2.42
D,Will Butcher (30546166),Will Butcher,30546166,D/UTIL,2500,COL@PIT 10/26/2023 07:00PM ET,PIT,0
D,Mark Pysyk (30546168),Mark Pysyk,30546168,D/UTIL,2500,COL@PIT 10/26/2023 07:00PM ET,PIT,0
C,Luke Glendening (30545388),Luke Glendening,30545388,C/UTIL,2500,SJ@TB 10/26/2023 07:00PM ET,TB,2.13
C,Jack Finley (30545390),Jack Finley,30545390,C/UTIL,2500,SJ@TB 10/26/2023 07:00PM ET,TB,0
C,Daniel Walker (30545392),Daniel Walker,30545392,C/UTIL,2500,SJ@TB 10/26/2023 07:00PM ET,TB,0
C,Jacob Peterson (30545412),Jacob Peterson,30545412,C/UTIL,2500,SJ@TB 10/26/2023 07:00PM ET,SJ,3.12
RW,Waltteri Merela (30545776),Waltteri Merela,30545776,W/UTIL,2500,SJ@TB 10/26/2023 07:00PM ET,TB,2.09
LW,Conor Sheary (30545778),Conor Sheary,30545778,W/UTIL,2500,SJ@TB 10/26/2023 07:00PM ET,TB,3.6
LW,Logan Brown (30545780),Logan Brown,30545780,W/UTIL,2500,SJ@TB 10/26/2023 07:00PM ET,TB,0
RW,Austin Watson (30545782),Austin Watson,30545782,W/UTIL,2500,SJ@TB 10/26/2023 07:00PM ET,TB,0
LW,Fabian Zetterlund (30545826),Fabian Zetterlund,30545826,W/UTIL,2500,SJ@TB 10/26/2023 07:00PM ET,SJ,7.57
LW,Givani Smith (30545828),Givani Smith,30545828,W/UTIL,2500,SJ@TB 10/26/2023 07:00PM ET,SJ,4.02
LW,Mitchell Russell (30545830),Mitchell Russell,30545830,W/UTIL,2500,SJ@TB 10/26/2023 07:00PM ET,SJ,0
D,Calvin de Haan (30546140),Calvin de Haan,30546140,D/UTIL,2500,SJ@TB 10/26/2023 07:00PM ET,TB,2.76
D,Haydn Fleury (30546142),Haydn Fleury,30546142,D/UTIL,2500,SJ@TB 10/26/2023 07:00PM ET,TB,0
D,Zach Bogosian (30546144),Zach Bogosian,30546144,D/UTIL,2500,SJ@TB 10/26/2023 07:00PM ET,TB,1.4
D,Brent Seabrook (30546146),Brent Seabrook,30546146,D/UTIL,2500,SJ@TB 10/26/2023 07:00PM ET,TB,0
D,Roman Schmidt (30546148),Roman Schmidt,30546148,D/UTIL,2500,SJ@TB 10/26/2023 07:00PM ET,TB,0
D,Nikolai Knyzhov (30546174),Nikolai Knyzhov,30546174,D/UTIL,2500,SJ@TB 10/26/2023 07:00PM ET,SJ,3.46
D,Ty Emberson (30546176),Ty Emberson,30546176,D/UTIL,2500,SJ@TB 10/26/2023 07:00PM ET,SJ,4.2
D,Marc-Edouard Vlasic (30546178),Marc-Edouard Vlasic,30546178,D/UTIL,2500,SJ@TB 10/26/2023 07:00PM ET,SJ,2.05
D,Jacob MacDonald (30546180),Jacob MacDonald,30546180,D/UTIL,2500,SJ@TB 10/26/2023 07:00PM ET,SJ,0
D,Nikita Okhotiuk (30546182),Nikita Okhotiuk,30546182,D/UTIL,2500,SJ@TB 10/26/2023 07:00PM ET,SJ,0
